id,gene_count_1,gene_count_2,gene_count_3,gene_count_4,gene_count_5,gene_count_6,gene_count_7,gene_count_8,gene_count_9,gene_count_10,gene_count_11,gene_count_12,gene_count_13,gene_count_14,gene_count_15,gene_count_16,gene_count_17,gene_count_18,gene_count_19,gene_count_20,gene_count_21,gene_count_22,gene_count_23,gene_count_24,gene_count_25,gene_count_26,gene_count_27,gene_count_28,gene_count_29,gene_count_30,gene_count_31,gene_count_32,gene_count_33,gene_count_34,gene_count_35,gene_count_36,gene_count_37,gene_count_38,gene_count_39,gene_count_40,gene_count_41,gene_count_42,gene_count_43,gene_count_44,gene_count_45,gene_count_46,gene_count_47,gene_count_48,gene_count_49,gene_count_50,gene_count_51,gene_count_52,gene_count_53,gene_count_54,gene_count_55,gene_count_56,gene_count_57,gene_count_58,gene_count_59,gene_count_60,gene_count_61,gene_count_62,gene_count_63,gene_count_64,gene_count_65,gene_count_66,gene_count_67,gene_count_68,gene_count_69,gene_count_70,gene_count_71,gene_count_72,gene_count_73,gene_count_74,gene_count_75,gene_count_76,gene_count_77,gene_count_78,gene_count_79,gene_count_80,gene_count_81,gene_count_82,gene_count_83,gene_count_84,gene_count_85,gene_count_86,gene_count_87,gene_count_88,gene_count_89,gene_count_90,gene_count_91,gene_count_92,gene_count_93,gene_count_94,gene_count_95,gene_count_96,gene_count_97,gene_count_98,gene_count_99,gene_count_100,gene_count_101,gene_count_102,gene_count_103,gene_count_104,gene_count_105,gene_count_106,gene_count_107,gene_count_108,gene_count_109,gene_count_110,gene_count_111,gene_count_112,gene_count_113,gene_count_114,gene_count_115,gene_count_116,gene_count_117,gene_count_118,gene_count_119,gene_count_120,gene_count_121,gene_count_122,gene_count_123,gene_count_124,gene_count_125,gene_count_126,gene_count_127,gene_count_128,gene_count_129,gene_count_130,gene_count_131,gene_count_132,gene_count_133,gene_count_134,gene_count_135,gene_count_136,gene_count_137,gene_count_138,gene_count_139,gene_count_140,gene_count_141,gene_count_142,gene_count_143,gene_count_144,gene_count_145,gene_count_146,gene_count_147,gene_count_148,gene_count_149,gene_count_150,gene_count_151,gene_count_152,gene_count_153,gene_count_154,gene_count_155,gene_count_156,gene_count_157,gene_count_158,gene_count_159,gene_count_160,gene_count_161,gene_count_162,gene_count_163,gene_count_164,gene_count_165,gene_count_166,gene_count_167,gene_count_168,gene_count_169,gene_count_170,gene_count_171,gene_count_172,gene_count_173,gene_count_174,gene_count_175,gene_count_176,gene_count_177,gene_count_178,gene_count_179,gene_count_180,gene_count_181,gene_count_182,gene_count_183,gene_count_184,gene_count_185,gene_count_186,gene_count_187,gene_count_188,gene_count_189,gene_count_190,gene_count_191,gene_count_192,gene_count_193,gene_count_194,gene_count_195,gene_count_196,gene_count_197,gene_count_198,gene_count_199,gene_count_200,gene_count_201,gene_count_202,gene_count_203,gene_count_204,gene_count_205,gene_count_206,gene_count_207,gene_count_208,gene_count_209,gene_count_210,gene_count_211,gene_count_212,gene_count_213,gene_count_214,gene_count_215,gene_count_216,gene_count_217,gene_count_218,gene_count_219,gene_count_220,gene_count_221,gene_count_222,gene_count_223,gene_count_224,gene_count_225,gene_count_226,gene_count_227,gene_count_228,gene_count_229,gene_count_230,gene_count_231,gene_count_232,gene_count_233,gene_count_234,gene_count_235,gene_count_236,gene_count_237,gene_count_238,gene_count_239,gene_count_240,gene_count_241,gene_count_242,gene_count_243,gene_count_244,gene_count_245,gene_count_246,gene_count_247,gene_count_248,gene_count_249,gene_count_250,gene_count_251,gene_count_252,gene_count_253,gene_count_254,gene_count_255,gene_count_256,gene_count_257,gene_count_258,gene_count_259,gene_count_260,gene_count_261,gene_count_262,gene_count_263,gene_count_264,gene_count_265,gene_count_266,gene_count_267,gene_count_268,gene_count_269,gene_count_270,gene_count_271,gene_count_272,gene_count_273,gene_count_274,gene_count_275,gene_count_276,gene_count_277,gene_count_278,gene_count_279,gene_count_280,gene_count_281,gene_count_282,gene_count_283,gene_count_284,gene_count_285,gene_count_286,gene_count_287,gene_count_288,gene_count_289,gene_count_290,gene_count_291,gene_count_292,gene_count_293,gene_count_294,gene_count_295,gene_count_296,gene_count_297,gene_count_298,gene_count_299,gene_count_300
562,0,2,3,0,0,0,0,0,0,0,0,67,0,0,4,0,0,9,0,0,0,0,9,0,1,0,0,0,0,6,1,0,4,0,5,0,17,515,0,38,3,0,0,4,0,0,168,0,22,11,4,0,4,0,6,0,2,0,4,2,44,6,0,0,20,0,37,4,0,2,0,8,0,0,424,0,13,3,12,1,3,5,3,0,0,0,0,6,0,5,1,4,0,0,0,8,44,1,0,0,0,0,11,7,0,7,0,3,5,0,23,0,0,0,0,0,0,5,0,0,0,1,9,0,0,8,0,0,0,0,0,0,0,0,11,0,7,12,0,10,0,6,0,0,0,0,12,0,0,0,0,21,26,0,10,126,6,36,4,4,0,0,24,1,15,0,4,6,0,0,0,2,1,0,2,2,0,0,0,0,0,0,0,1,0,3,0,0,1,13,0,0,6,0,0,2,4,0,0,0,0,0,6,44,0,1,0,1,0,0,0,148,0,3,4,4,0,0,0,35,79,0,0,0,0,4,110,7,0,0,0,0,0,0,0,80,0,8,2,0,0,0,0,26,19,0,5,0,0,0,38,3,0,0,0,0,0,0,0,175,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,34,0,0,103,0,4,0,11,0,12,0,0,0,12,1,0,0,0,0,38,0,61,0
563,0,0,0,3,0,0,0,134,0,0,18,0,0,0,0,0,0,14,0,0,2,49,7,0,0,0,1,0,1,3,1,0,0,0,1,0,24,223,1,48,2,0,0,2,0,0,96,0,0,15,4,0,2,5,5,0,0,11,4,0,68,2,0,0,0,0,0,14,5,1,0,0,53,0,0,1,14,6,0,3,0,15,0,0,0,0,19,6,1,0,4,3,4,0,43,8,31,0,3,0,3,0,33,16,0,2,0,1,3,0,30,0,0,0,0,0,0,4,0,0,0,1,4,0,0,3,0,0,3,0,1,0,0,0,4,0,0,0,0,0,3,0,0,0,5,47,0,0,0,0,0,0,0,0,0,0,23,80,0,2,1,0,0,2,0,0,11,6,1,0,0,0,2,80,6,0,0,0,0,0,13,0,0,1,0,0,0,6,0,0,0,18,17,0,0,0,3,0,0,1,1,0,0,56,6,0,0,3,0,0,0,88,0,2,0,6,0,9,0,15,0,0,0,3,0,5,73,13,0,234,0,0,8,7,284,50,0,0,1,0,0,0,0,18,0,0,6,0,0,0,15,4,0,0,0,0,141,3,22,0,2,1,0,0,19,43,123,2,0,0,0,0,0,0,13,0,478,0,0,6,102,0,2,7,0,13,12,0,0,0,10,0,2,0,0,0,0,0,28,0
564,0,0,0,1,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,2,88,8,0,0,12,8,0,3,7,0,0,20,0,2,0,27,198,0,0,0,1,0,0,0,0,141,0,0,0,1,0,0,0,9,2,4,0,2,5,44,0,0,0,0,0,54,0,0,2,0,5,54,0,0,1,3,2,0,0,18,4,2,202,0,0,0,0,0,0,4,1,4,0,33,6,47,1,0,0,8,0,0,15,0,7,0,5,2,10,24,0,1,0,3,9,0,9,24,8,10,0,5,3,0,5,1,0,0,27,0,30,9,0,11,7,19,0,0,0,2,0,0,2,62,0,26,0,0,215,0,37,0,0,8,177,10,123,0,0,0,0,21,0,0,1,0,2,0,0,9,10,0,119,0,0,1,0,0,152,0,0,41,2,0,1,0,0,2,17,14,4,0,0,0,0,0,4,0,4,5,0,7,31,15,0,0,3,0,0,7,0,0,1,1,10,27,13,4,9,0,0,0,0,0,6,54,15,4,150,0,0,0,0,0,0,2,5,7,0,21,0,0,19,15,4,0,0,35,6,37,1,0,39,0,1,0,1,0,0,11,6,13,0,10,57,0,2,1,0,0,1,0,16,0,3,406,27,0,29,143,0,1,0,7,13,12,0,0,1,13,4,0,9,0,0,35,0,0,0
565,0,0,0,1,0,0,0,138,0,0,2,53,0,3,0,2,0,11,34,0,3,0,4,0,0,5,0,0,0,0,5,0,14,0,3,2,28,651,0,43,6,0,0,2,0,0,0,0,19,0,0,0,2,0,0,2,4,0,10,4,0,0,4,0,86,1,0,1,0,0,0,4,0,0,0,1,13,6,0,2,0,4,0,0,49,1,16,6,0,5,0,0,2,0,24,0,0,0,0,0,0,1,46,8,0,6,0,1,0,2,30,0,1,0,0,8,0,3,14,1,0,0,0,1,0,0,0,0,0,55,4,16,10,6,10,1,0,9,4,16,2,0,0,1,29,0,18,0,13,240,0,45,42,0,9,141,26,0,0,0,0,0,0,1,0,0,6,1,0,0,1,4,1,68,2,0,0,3,0,0,1,0,57,0,9,0,0,5,0,27,7,14,0,0,9,5,7,0,0,0,2,0,0,41,34,2,1375,1,0,0,2,0,5,3,0,1,0,0,0,37,54,0,0,0,1,0,96,10,6,0,0,2,4,0,184,65,3,0,1,0,12,0,0,11,5,0,0,0,0,0,38,3,0,0,0,1,93,0,0,0,0,4,0,0,37,0,0,0,2,0,0,0,0,0,0,0,273,0,2,1,0,0,0,0,1,0,0,0,0,0,11,0,8,22,0,0,0,0,0,0
566,0,0,0,1,0,12,0,176,0,6,19,0,0,0,0,2,0,16,0,7,4,71,8,0,0,10,0,0,0,6,3,0,0,0,0,0,0,0,1,37,2,0,10,0,0,20,0,0,0,8,0,0,0,2,0,3,0,22,0,0,0,1,5,0,0,0,0,0,7,1,0,0,28,0,501,0,0,9,6,0,6,0,0,223,0,0,26,2,0,0,2,0,0,88,29,23,34,0,5,0,0,0,19,10,0,0,0,0,2,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0,9,5,0,0,0,147,0,33,0,0,32,0,0,0,0,0,0,0,0,21,0,3,3,0,0,0,1,18,0,14,0,1,1,0,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,12,0,0,8,2,0,0,0,0,2,0,0,0,0,47,2,0,0,0,3,0,0,0,0,0,1,0,0,8,1,31,0,0,0,1,0,0,30,0,0,0,605,0,3,13,358,65,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,85,0,29,0,3,0,0,0,0,54,0,1,0,2,0,0,0,0,0,0,396,0,0,7,0,0,0,23,0,0,18,0,0,1,0,0,0,0,1,4,0,0,17,0
567,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,2,0,0,0,1,0,0,10,0,0,0,0,6,0,46,627,0,0,10,0,10,1,0,7,116,0,12,5,0,0,3,0,0,0,0,16,0,0,21,1,0,0,55,6,0,2,0,0,0,5,73,3,0,1,10,0,0,0,0,6,0,0,101,5,0,2,0,0,2,4,0,0,47,0,13,0,0,0,0,0,18,12,0,2,0,3,0,11,0,0,0,0,0,0,0,2,0,6,0,0,0,1,0,4,0,0,3,0,1,0,0,0,0,0,16,0,1,0,0,0,0,0,0,95,0,0,0,171,2,0,0,0,0,0,9,0,1,12,1,0,0,2,5,0,4,3,2,0,6,0,2,72,1,0,0,0,8,0,9,0,0,0,0,0,0,7,0,0,0,14,14,0,5,0,1,0,0,0,0,0,0,37,10,0,0,0,0,0,0,72,0,0,2,8,0,8,0,32,0,2,3,0,1,8,58,4,0,395,0,0,4,9,208,57,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,5,0,0,0,0,95,4,32,0,6,0,0,1,32,60,0,0,0,0,0,2,0,0,0,0,278,0,0,10,74,0,0,16,0,0,0,0,0,1,0,7,0,0,0,1,101,0,11,0
568,0,0,2,1,1,0,1,155,0,0,12,0,0,0,0,0,0,14,0,2,4,0,12,0,0,0,0,0,0,5,0,0,0,0,5,0,36,458,0,0,5,0,0,1,0,0,165,0,9,10,0,0,0,2,0,0,0,20,0,0,39,1,0,0,0,3,0,6,2,0,0,0,58,0,0,3,5,9,0,0,0,15,0,0,0,0,12,2,0,0,1,8,0,0,55,23,42,0,14,0,0,0,16,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,6,0,0,7,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,5,1,0,0,2,25,0,17,5,1,0,0,0,4,68,3,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,52,0,0,0,0,3,0,0,2,3,0,0,16,26,0,0,0,9,0,0,217,0,1,0,3,0,8,0,15,0,22,0,1,0,8,50,7,0,0,0,0,4,13,308,32,0,0,1,0,0,0,1,16,0,0,8,0,0,0,0,2,0,0,0,2,149,2,48,0,5,0,0,7,5,33,110,0,0,1,0,0,0,0,0,0,417,0,0,13,71,0,4,3,0,0,18,0,0,0,9,3,7,0,0,0,0,0,3,0
569,0,0,3,0,1,0,0,67,0,0,5,0,0,2,0,0,0,18,0,9,9,0,7,0,0,0,1,0,1,10,0,0,0,0,2,0,0,0,0,0,6,0,16,0,0,26,111,0,10,4,0,0,4,2,0,0,0,9,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,23,1,0,0,2,1,0,0,20,12,43,0,1,0,3,0,36,0,0,0,0,0,1,2,0,0,0,0,0,0,0,14,16,12,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,14,0,1,9,1,0,0,0,12,0,14,0,2,0,0,0,3,100,3,0,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,17,1,0,0,3,0,6,2,0,0,0,66,17,0,0,0,11,0,0,0,0,0,0,0,0,16,0,24,0,20,1,2,0,3,54,0,0,153,1029,0,3,3,268,58,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,82,0,52,0,7,0,0,0,25,27,153,2,0,0,0,1,0,0,0,0,470,0,1,10,94,0,4,12,0,0,20,0,0,0,0,3,3,0,1,8,0,0,28,0
570,0,0,5,1,0,0,1,197,0,0,2,0,0,0,0,0,0,6,0,10,5,0,7,0,0,0,3,0,0,2,0,0,0,0,7,0,51,275,0,0,3,0,0,2,0,0,102,0,12,9,0,0,0,0,0,0,0,23,2,0,68,1,0,0,0,1,0,2,2,7,0,0,60,0,0,1,4,10,0,0,0,0,0,0,0,0,26,7,0,0,2,5,2,0,42,7,20,0,15,0,0,0,24,17,0,2,0,4,4,2,35,0,0,0,0,0,0,8,0,0,0,0,0,2,0,6,0,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,1,0,0,1,6,0,6,1,3,0,0,0,4,167,4,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,21,5,1,0,0,3,0,0,3,0,0,0,17,13,0,0,2,0,0,0,94,0,2,0,1,0,11,0,15,0,0,2,5,0,10,26,5,0,240,0,0,2,7,325,59,0,0,1,0,0,2,0,7,0,0,5,0,0,0,0,4,0,0,0,0,96,3,41,0,5,3,0,1,8,27,142,6,0,0,0,0,0,0,0,0,512,0,0,11,52,0,6,18,0,0,13,0,0,0,9,9,10,0,0,0,0,0,32,0
571,0,1,8,1,0,0,1,351,0,0,27,0,0,0,0,0,0,8,0,5,3,74,0,0,0,0,1,0,0,0,0,0,0,0,4,0,14,229,0,0,0,0,0,2,0,0,109,0,0,17,0,1,0,2,0,0,0,14,0,0,72,2,0,0,0,1,0,3,2,3,0,0,0,0,0,1,6,6,0,0,0,2,0,0,0,0,24,0,0,5,2,3,1,0,0,14,18,2,10,0,2,0,11,10,0,4,0,0,2,1,38,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,31,0,3,5,0,0,0,3,0,0,20,2,1,0,0,0,5,28,2,3,1,0,12,0,4,0,0,0,0,1,0,2,1,7,9,36,7,1,2,0,0,1,0,2,6,0,0,0,10,0,0,3,0,2,0,120,0,3,1,2,0,0,0,9,70,0,2,1,0,9,0,12,0,136,0,1,6,2,271,79,0,4,0,0,0,0,1,16,0,0,8,0,0,10,0,2,0,0,0,1,125,4,43,0,6,2,0,1,30,31,167,6,0,0,0,0,18,0,0,0,331,0,0,15,154,0,3,14,0,0,18,0,0,0,9,3,12,21,0,0,66,0,23,0
572,0,1,4,0,2,0,0,0,0,0,18,0,0,0,0,0,0,0,0,2,0,0,4,0,0,3,7,0,0,5,6,0,0,0,4,1,26,0,0,0,10,0,4,7,0,54,128,0,2,2,1,0,0,1,10,0,0,50,0,0,23,1,0,0,0,0,0,0,1,1,0,6,0,8,0,0,0,6,0,1,0,12,0,0,0,0,12,8,0,0,4,6,0,0,30,1,13,0,14,0,0,0,6,9,0,2,0,2,0,1,0,0,0,1,0,0,0,11,0,4,0,0,0,1,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,166,6,0,3,3,0,0,0,3,0,0,7,0,0,0,0,0,1,43,6,2,0,0,6,104,0,0,0,1,0,2,0,5,0,0,10,0,8,0,0,0,3,0,5,0,3,39,3,37,15,0,0,4,16,0,0,0,0,5,1,6,33,11,0,0,0,0,0,1,0,7,85,0,0,252,0,3,0,1,235,24,0,6,0,0,0,1,0,12,0,0,0,0,0,0,0,2,0,0,0,0,72,0,43,0,1,2,0,0,26,59,205,2,0,0,0,0,19,0,0,0,253,0,0,4,145,0,3,22,16,0,22,0,0,0,0,3,3,0,0,0,0,0,36,0
573,0,0,4,0,0,0,0,226,0,0,11,0,0,0,0,0,0,12,0,1,6,0,9,0,0,0,6,0,0,5,1,0,0,0,4,0,32,552,0,0,3,1,0,0,0,0,102,0,49,8,0,0,2,0,0,0,0,23,7,0,28,1,0,0,0,2,0,0,0,1,0,0,24,0,0,2,0,10,0,0,0,0,0,0,0,0,35,3,0,0,3,1,3,0,43,5,35,0,17,0,0,0,3,5,0,0,0,1,0,4,10,0,0,0,0,0,0,6,0,3,0,0,0,1,0,6,0,0,4,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,15,0,1,13,1,0,0,0,0,0,4,5,0,0,0,0,2,65,1,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,23,9,4,0,0,10,0,0,2,5,0,0,24,0,0,0,0,0,0,0,84,0,2,2,1,0,8,0,8,0,0,0,5,0,2,35,16,0,272,944,0,9,7,263,41,0,0,2,0,0,0,0,23,0,0,7,0,0,0,0,1,0,0,0,1,136,3,73,0,6,1,0,2,5,40,180,2,0,0,0,0,0,0,0,0,798,0,0,7,143,0,5,9,0,0,16,0,0,0,0,0,11,0,0,0,0,0,115,0
574,0,0,0,0,0,0,0,101,0,0,59,0,1,0,0,6,0,9,0,12,0,47,0,0,0,0,0,0,0,0,0,0,6,0,1,0,35,0,0,0,6,0,3,0,0,77,0,0,14,6,0,2,1,1,0,4,1,7,2,0,0,0,2,1,80,0,47,0,3,2,0,0,52,0,285,3,0,0,0,0,0,13,2,0,0,0,33,0,0,0,0,3,0,78,35,10,28,2,6,6,0,0,9,0,0,0,0,0,0,0,30,0,0,0,0,4,0,8,0,0,0,1,0,2,0,9,0,0,0,0,3,0,0,0,4,0,0,7,0,0,7,0,149,0,28,63,0,37,0,0,0,0,0,0,0,0,22,0,0,7,0,0,0,0,0,8,5,10,0,0,1,0,2,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,2,0,0,31,0,0,0,0,4,3,3,0,0,14,0,0,0,0,0,1,0,0,0,73,0,0,2,8,0,5,8,3,0,0,0,0,0,0,0,11,0,0,0,0,0,6,188,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0,1,0,0,39,0,5,0,3,1,0,69,0,0,1,0,91,0,0,0,0,0,0,0,2,5,49,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
575,3,0,0,0,0,23,0,0,5,0,0,52,0,12,4,0,0,0,53,0,0,61,0,0,3,8,9,2,2,16,0,0,7,0,0,0,0,0,0,63,0,0,16,0,3,23,0,0,0,0,2,0,0,3,8,2,10,0,0,0,0,0,3,0,85,0,62,0,0,0,1,12,0,17,234,0,0,0,11,3,4,0,5,254,19,2,0,0,0,5,7,0,0,63,24,0,0,6,0,9,11,0,0,0,34,0,1,1,0,0,0,0,0,0,1,10,21,0,21,0,4,0,10,0,0,0,1,0,0,3,0,0,9,4,0,3,4,8,1,9,4,2,0,0,41,103,0,6,4,256,0,21,49,0,5,225,0,142,0,0,0,0,15,0,11,2,0,0,0,2,11,6,0,0,0,0,0,0,6,46,0,0,44,0,4,2,1,0,0,0,12,0,0,0,3,5,0,1,2,0,0,28,1,0,0,1,706,0,14,4,3,0,0,0,0,0,35,0,0,0,81,16,0,0,0,0,0,0,4,0,505,0,0,0,0,0,3,5,0,1,10,13,1,0,14,11,0,0,26,3,28,0,1,0,1,0,0,0,0,92,0,0,12,0,0,0,0,0,0,0,0,1,9,4,33,1,0,53,1,0,0,0,0,0,10,21,0,0,7,0,0,0,0,18,0,6,37,0,0,2
576,0,0,6,0,0,0,0,107,0,0,9,45,0,0,6,2,0,0,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,46,0,0,0,1,0,0,1,5,0,0,0,0,9,1,0,5,0,7,0,5,0,1,4,0,1,2,0,0,1,0,6,3,0,0,4,0,0,0,0,14,0,9,0,0,12,9,0,20,7,0,7,0,6,0,4,0,87,28,0,42,2,6,24,3,0,21,0,0,4,1,0,4,1,41,0,0,0,0,0,0,5,51,0,0,0,1,0,0,0,1,0,4,65,0,19,1,5,20,0,0,7,2,18,0,0,0,3,20,91,11,20,6,0,2,0,43,0,2,0,30,0,0,0,0,0,19,1,10,0,10,7,0,2,0,9,0,78,0,0,0,3,5,0,0,2,0,0,6,0,0,15,0,0,9,40,8,0,0,0,0,0,0,2,0,0,5,40,10,0,1049,2,21,0,5,106,3,2,0,0,26,18,0,31,0,0,0,3,0,8,0,6,4,318,1515,1,0,0,0,65,0,0,8,2,42,3,0,0,0,0,0,1,33,0,0,0,0,0,0,1,66,0,40,289,0,0,2,0,0,0,0,0,0,0,0,0,9,5,31,0,406,27,4,0,135,0,0,13,9,19,28,0,0,0,0,0,2,0,0,0,0,0,29,0
577,2,0,3,0,0,14,0,0,0,9,2,0,0,6,0,1,0,0,27,12,0,0,8,0,0,0,0,0,1,0,0,0,9,0,0,1,0,0,0,30,9,0,0,0,8,0,73,0,0,14,0,0,2,0,0,7,0,0,0,0,18,0,0,0,35,0,0,0,0,3,1,0,39,8,532,2,3,16,0,2,12,3,0,153,28,12,22,0,0,15,4,0,1,0,44,7,45,0,0,24,2,0,0,0,47,0,0,2,0,0,32,0,0,0,0,8,15,0,21,6,0,0,0,0,0,3,3,0,5,29,0,0,0,2,0,0,6,0,0,0,0,0,0,0,42,94,25,21,5,0,0,17,47,0,11,0,0,64,9,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,1,5,0,0,0,21,0,0,3,0,0,0,0,24,33,10,1,0,3,3,0,0,0,0,23,0,31,0,5,0,0,13,0,0,0,6,0,0,0,29,16,4,0,0,15,3,0,0,3,114,0,9,0,489,0,0,0,262,0,3,2,0,0,0,0,0,26,6,0,0,0,28,0,12,1,0,31,0,1,109,1,0,0,0,0,9,0,0,0,0,8,3,0,88,0,0,0,21,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6
578,4,2,0,2,0,0,0,0,11,6,11,103,0,8,6,1,0,0,51,0,0,0,9,0,0,0,4,0,0,0,0,0,12,0,0,0,45,449,0,47,2,2,0,0,1,0,0,0,0,0,2,0,0,0,7,0,1,0,5,5,0,0,3,0,39,0,40,5,0,0,0,5,0,0,0,0,7,2,17,5,5,9,0,218,40,11,0,0,0,0,0,0,5,0,0,9,0,4,0,6,9,0,0,19,19,3,0,3,0,0,28,0,1,1,0,3,25,0,22,0,4,0,7,0,0,0,4,1,0,40,0,9,7,0,17,4,0,8,3,9,1,0,88,0,23,0,14,20,17,265,0,14,0,1,6,135,0,0,2,0,0,0,12,3,0,5,0,3,0,0,5,3,0,0,0,0,0,0,10,42,0,0,52,0,1,1,0,0,1,23,5,19,0,0,7,3,0,2,0,0,5,0,0,28,0,2,0,1,0,0,5,0,5,3,2,12,16,0,6,0,64,0,2,0,1,0,0,11,5,322,0,2,0,0,0,33,1,0,0,0,0,0,0,16,0,26,4,4,30,5,36,0,0,0,0,1,0,2,0,481,4,5,0,0,0,0,0,6,2,0,122,0,0,13,62,1,347,59,4,0,65,0,0,0,10,0,0,1,5,0,6,2,0,0,0,0,89,0,46,4
579,0,1,4,0,0,0,0,184,0,0,23,0,0,0,0,0,0,24,0,1,4,0,8,0,0,0,5,0,0,5,2,0,0,1,4,0,45,377,0,0,1,0,0,1,0,0,87,0,6,5,0,0,0,1,0,0,0,14,1,0,47,2,0,0,0,1,0,8,8,6,0,0,48,0,0,2,5,8,0,0,0,3,0,0,0,0,27,6,1,0,1,0,2,0,40,21,35,0,11,0,0,0,25,12,0,3,0,2,0,1,51,0,0,0,0,0,0,8,0,2,0,0,0,0,0,4,0,0,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,4,2,0,0,1,0,0,6,4,0,0,0,0,0,103,1,1,1,0,0,0,2,0,0,1,0,0,0,8,0,0,0,55,16,0,0,0,6,0,0,0,6,0,0,39,4,0,0,0,0,0,0,121,0,5,1,3,0,10,0,14,0,0,4,0,0,10,0,5,0,280,0,0,4,5,238,91,0,0,0,0,0,0,1,21,0,0,7,0,0,0,0,6,0,0,0,0,81,0,31,0,4,7,0,1,6,60,309,8,0,0,0,0,0,0,0,0,510,0,0,8,180,0,4,12,0,0,12,8,0,0,18,1,4,0,0,0,0,0,10,0
580,4,1,3,2,0,0,1,157,8,3,0,13,0,0,0,0,0,20,0,5,0,52,8,0,0,0,3,0,0,9,0,0,17,0,0,0,46,256,0,69,3,0,0,0,0,0,218,0,7,10,1,1,1,2,9,2,3,25,10,5,37,2,4,0,0,0,0,4,4,1,1,13,15,0,0,0,6,7,13,0,0,21,0,0,45,0,16,1,0,3,3,2,2,0,41,13,18,4,0,0,3,0,2,16,0,5,1,4,0,0,48,0,0,0,0,0,0,16,0,2,5,0,0,2,0,5,0,0,4,0,0,0,17,0,33,0,0,0,0,0,0,14,0,0,18,0,0,21,0,0,0,0,0,0,0,100,8,0,5,0,0,0,0,0,0,0,7,7,0,0,0,10,2,90,0,3,0,0,0,0,7,0,0,0,0,0,0,2,2,0,0,4,8,0,0,3,3,0,0,1,1,0,0,0,0,0,0,2,0,0,0,77,7,2,1,6,0,7,0,11,0,0,4,2,0,7,37,11,0,216,0,1,7,13,380,51,1,0,0,0,0,0,0,22,0,0,0,0,3,0,0,3,0,0,0,2,142,1,39,0,0,1,0,2,0,40,150,0,0,0,45,0,0,0,0,0,0,0,0,8,104,0,0,0,0,8,0,0,0,0,16,0,0,0,0,0,0,0,13,0
